,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
230666,230666,a101044,b387,Miss Brow,Charlotte,28202,6,35.2284099,-80.8426239,4.5,127 N Tryon St$*$ Ste 257,0,kf3Qfgq04NI9lYaOku18UA,Mimosa Grill,Charlotte,28202,370,35.225329,-80.845572,4.1,Two Wells Fargo Center$*$327 S Tryon Street$*$ Charlotte$*$ NC 28202,17147766,0,0
232034,232034,a140788,b387,Indochine Grill,Charlotte,28202,3,35.225324,-80.842187,2.5,210 E Trade St,0,2u3OFITjxUzUdl_-8KeUFg,Mimosa Grill,Charlotte,28202,370,35.225329,-80.845572,4.1,Two Wells Fargo Center$*$327 S Tryon Street$*$ Charlotte$*$ NC 28202,17147766,0,0
232050,232050,a140832,b387,Little Village Grill,Charlotte,28202,133,35.232204,-80.848589,4.5,710 W Trade St$*$ Ste G,0,IIUK1lz_1upqYtHu8ZuClA,Mimosa Grill,Charlotte,28202,370,35.225329,-80.845572,4.1,Two Wells Fargo Center$*$327 S Tryon Street$*$ Charlotte$*$ NC 28202,17147766,0,0
232359,232359,a89694,b2377,Fausto's Mexican Grill 3,Henderson,89015,102,36.013105,-114.963638,4,595 College Dr,0,HpK1ILGUm5W129toiRSsXw,Fausto's Mexican Grill,Las Vegas,89015,422,36.013114,-114.963469,4.2,595 College Dr$*$ Henderson$*$ NV 89015,16978376,0,0
233780,233780,a61628,b3511,Buckeye Beer Engine,Lakewood,44107,294,41.4771044,-81.8043205,4,15315 Madison Ave,0,ZWcXoh_RO7rT2DdcyOzyfQ,Buckeye Beer Engine,Cleveland,44107,767,41.477268,-81.803849,4.6,15315 Madison Ave$*$ Lakewood$*$ OH 44107,16959457,0,1
234090,234090,a68340,b3569,India Garden,Lakewood,44107,158,41.4826339,-81.8254373,4,18405 Detroit Ave,0,ScdtR67jO-p_ZIpVbZPRfw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,1
234470,234470,a79279,b3505,Mama Lola's Pizzeria,Lakewood,44107,34,41.4770405,-81.8142695,4,16813 Madison Ave,0,cdpiHHignnk8hVcPEiYzMw,Angelo's Pizza,Cleveland,44107,1020,41.476972,-81.788284,4.7,13715 Madison Ave$*$ Lakewood$*$ OH 44107,16958977,0,0
234576,234576,a84163,b3569,Namaste India Garden,Lakewood,44107,101,41.4855287,-81.7951881,4.5,14412 Detroit Ave,0,b4LxjVnFdOCqRKxfweaTqw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,0
235523,235523,a120587,b3505,Domino's Pizza,Lakewood,44107,6,41.4847157,-81.803279,2.5,15315 Detroit Ave,0,gmbF7yyNkwNTcQlj_ogVVg,Angelo's Pizza,Cleveland,44107,1020,41.476972,-81.788284,4.7,13715 Madison Ave$*$ Lakewood$*$ OH 44107,16958977,0,0
235548,235548,a121120,b3569,Szechwan Garden,Lakewood,44107,55,41.4856689,-81.7878986,4,13800 Detroit Ave,0,4v_RbefzvGkixXXJkn-bzw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,0
236577,236577,a4655,b350,500 Degrees New York Style Pizzeria,Charlotte,28217,103,35.1533683,-80.8752317,4.5,6037 South Blvd,0,Yc5_nA9NqqxOp8WCugF-Ng,500 Degrees Pizzeria,Charlotte,28217,267,35.15383,-80.876123,4.3,6037 South Boulevard$*$ NC 28217,17149772,0,1
236838,236838,a33458,b309,Jasmine Grill,Charlotte,28217,269,35.16847378,-80.87525749,4.5,5033 South Blvd$*$ Ste G,0,22MYhTXwSXaS4rW2VOrR-w,Vietnam Grille,Charlotte,28217,749,35.159533,-80.876005,4.6,5615 South Boulevard$*$ Charlotte$*$ NC 28217,17149667,0,0
237088,237088,a66668,b309,Vietnam Grille,Charlotte,28217,294,35.15982556,-80.87580254,4,5615 South Blvd,0,s6lTNO57vXsfzyYrPfXOvA,Vietnam Grille,Charlotte,28217,749,35.159533,-80.876005,4.6,5615 South Boulevard$*$ Charlotte$*$ NC 28217,17149667,0,1
237314,237314,a7148,b1509,Angelina's Pizzeria,Pittsburgh,15226,29,40.3979659,-80.026,3.5,109 Brookline Blvd,0,txF4WKY3P2hF3i6VCRD8YA,Fiori's Pizzaria,Pittsburgh,15226,1388,40.405224,-80.018518,4.6,103 Capital Avenue$*$ Pittsburgh$*$ PA 15226,17036421,0,0
237346,237346,a50905,b1509,Fiori's Pizzaria,Pittsburgh,15226,201,40.405245,-80.018538,4.5,103 Capital Ave,0,Iam7tYWhssw_rscSBkeRIQ,Fiori's Pizzaria,Pittsburgh,15226,1388,40.405224,-80.018518,4.6,103 Capital Avenue$*$ Pittsburgh$*$ PA 15226,17036421,0,1
238080,238080,a1848,b1697,Za's Italian Cafe,Champaign,61820,29,40.1399247,-88.2458532,3,1905 N Neil St,0,2YnUIGGmhoJX4Cd61nQLkg,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,0
238081,238081,a1848,b1698,Za's Italian Cafe,Champaign,61820,29,40.1399247,-88.2458532,3,1905 N Neil St,0,2YnUIGGmhoJX4Cd61nQLkg,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
238094,238094,a1978,b1619,Vinny's East Coast Pizzeria,Champaign,61820,56,40.0977984,-88.2484631,3.5,401 W. Kirby Ave,0,t952QLgrh-5l1woJ4IFgUA,Vinny's East Coast Pizzeria,Champaign,61820,244,40.09796,-88.247774,4.1,401 W. Kirby Ave$*$ Champaign$*$ IL 61820,17317817,0,1
238589,238589,a4469,b1610,Kay Jewelers,Champaign,61820,4,40.1427776,-88.243865,1,2000 N Neil St Spc 355,0,PWjngofubkLClcJLt16L-Q,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0,0
238679,238679,a4470,b1695,Jet's Pizza,Champaign,61820,42,40.1105978,-88.2428884,4,512 S Neil St,0,6o6XxnI8RWhnAVSdxqCJWQ,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0,0
239083,239083,a6711,b1602,Tortica's Grill,Champaign,61820,11,40.1102881,-88.2325689,3,408 E Green St,0,qIomOSnR0zaU7kv6K-0mcA,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,0
239311,239311,a8364,b1650,Sam's Cafe,Champaign,61820,84,40.1169853,-88.2427068,4,115 N Walnut St,0,Gvox18F9QxsSS9qG2O8E-A,Za's Italian Cafe,Champaign,61820,138,40.140043,-88.245383,3.8,1905 N Neil St$*$ Champaign$*$ IL 61820,17317782,0,0
239962,239962,a10182,b1652,The Tan Company,Champaign,61820,5,40.0907654,-88.2454391,2,2030 S Neil St,0,inwHlUdUyuDrxCk1qdfyMg,Fat Sandwich Company,Champaign,61820,110,40.109238,-88.23184,3.8,502 E John St$*$ Champaign$*$ IL 61820,17317810,0,0
240393,240393,a10681,b1617,Carmon's Restaurant,Champaign,61820,45,40.119807,-88.2438559,3.5,415 N Neil St,0,epvLkQNL6MOvk3s6JlTntA,Jarlings Custard Cup,Champaign,61820,255,40.098,-88.247,4.1,309 W Kirby Ave$*$ Champaign$*$ IL 61820,17317336,0,0
240845,240845,a10779,b1622,Hancock Fabrics,Champaign,61820,4,40.1386521,-88.241438,4,115 Convenience Ctr Rd,0,_36y6DMfo8QcEi7IWrXa0A,Radio Maria,Champaign,61820,348,40.1167,-88.2427,4,119 N Walnut St$*$ Champaign$*$ IL 61820,17317431,0,0
241102,241102,a12877,b1631,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,0
241129,241129,a12877,b1695,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0,1
241845,241845,a15723,b1622,Radio Maria,Champaign,61820,261,40.1171251,-88.2426687,3.5,119 N Walnut St,0,lWmDrnqgU6w3gFaJyn_1Uw,Radio Maria,Champaign,61820,348,40.1167,-88.2427,4,119 N Walnut St$*$ Champaign$*$ IL 61820,17317431,0,1
241869,241869,a15723,b1674,Radio Maria,Champaign,61820,261,40.1171251,-88.2426687,3.5,119 N Walnut St,0,lWmDrnqgU6w3gFaJyn_1Uw,Rainbow Garden,Champaign,61820,92,40.0997,-88.2441,3.7,1402 S Neil St Ste 3$*$ Champaign$*$ IL 61820,17317432,0,0
242516,242516,a17946,b1667,Caffe Bene,Champaign,61820,8,40.1106361,-88.2309392,4,524 E Green St,0,BcrFZDyviqw_wF9oQQ5qVA,Cafe Kopi,Champaign,61820,78,40.1166,-88.2427,3.7,109 N Walnut St$*$ Champaign$*$ IL 61820,17317246,0,0
242650,242650,a19838,b1629,Sushi Avenue,Champaign,61820,23,40.110113,-88.233218,3,403 E Green St,0,MPAPVFk66pplvv7rkcVfiQ,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,0
244076,244076,a26818,b1691,Doodles,Champaign,61820,34,40.10933,-88.231668,4,502 E John St$*$ Ste 109,0,68HNLNwMfXu1NuL_2E4N7A,Noodles & Co,Champaign,61820,78,40.1104,-88.2316,3.6,528 E Green St$*$ Champaign$*$ IL 61820,17317741,0,0
245267,245267,a27911,b1668,Fat City Bar and Grill,Champaign,61820,5,40.110967,-88.242733,4,505 S Chestnut St,0,dA9xisX951rOnx8IGLPfjw,Flat Top Grill,Champaign,61820,106,40.1114257,-88.2304292,3.7,607 S 6th St$*$ Champaign$*$ IL 61820,17317303,0,0
245502,245502,a28162,b1631,Gumby's Pizza,Champaign,61820,41,40.0995845,-88.2443792,3.5,1409 S Neil St,0,AtLv64FV-Pw6JuT3XUKU1g,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,0
245960,245960,a28406,b1648,Mashawi Grill,Champaign,61820,77,40.110041,-88.2296889,4.5,617 E Green St,0,SCxtzXcvyk1hygdmOZqd1A,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0,0
246339,246339,a28746,b1610,Roland Realty,Champaign,61820,7,40.10769,-88.239062,4.5,901 S 1st St,0,FsRYheupb38V0_JRD-u2Bg,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0,0
247552,247552,a30465,b1631,Antonio's Pizza,Champaign,61820,76,40.1100646,-88.2296092,4,619 E Green St,0,BoTQepQTjGbTXA4g4Hj-WA,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,0
248100,248100,a30655,b1629,Sushi Ichiban,Champaign,61820,40,40.1108681,-88.2283044,3,619 S Wright St,0,_n5wggIEfBzCUepjgvHXAQ,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,0
248720,248720,a31008,b1675,Crepe Cafe,Champaign,61820,4,40.109986,-88.233777,3,313 E Green St$*$ Ste 5,0,zV_aclADLjx2KOql9F_FTw,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0,0
249800,249800,a31670,b1629,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,0
249831,249831,a31670,b1698,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
250126,250126,a32276,b1691,Ginza & Co,Champaign,61820,3,40.116052,-88.233756,4,315 E University Ave,0,Cd_JVOq_cBueqB9q3X0rkQ,Noodles & Co,Champaign,61820,78,40.1104,-88.2316,3.6,528 E Green St$*$ Champaign$*$ IL 61820,17317741,0,0
250139,250139,a32277,b1610,Cost Cutters,Champaign,61820,13,40.110526,-88.242771,4.5,10 E Green St,0,ZYjxr9aBdbUuZ0xjpMmUpQ,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0,0
251470,251470,a35875,b1675,Mia Za's Cafe,Champaign,61820,75,40.1101105,-88.2292247,3.5,629 E Green St,0,abA0s0uxoeOn7zNm-1dDxw,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0,0
251480,251480,a35875,b1697,Mia Za's Cafe,Champaign,61820,75,40.1101105,-88.2292247,3.5,629 E Green St,0,abA0s0uxoeOn7zNm-1dDxw,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,0
252380,252380,a37968,b1697,Evo Cafe,Champaign,61820,44,40.1094391,-88.2306035,2.5,711 S 6th St,0,OyBStpjF5e_iRCMXflFasQ,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,0
252483,252483,a38726,b1602,Jurassic Grill,Champaign,61820,27,40.1104696,-88.2331177,3.5,404 E Green St,0,mZJdFjxvVddqPN5RZdKSHg,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,0
252488,252488,a38726,b1609,Jurassic Grill,Champaign,61820,27,40.1104696,-88.2331177,3.5,404 E Green St,0,mZJdFjxvVddqPN5RZdKSHg,Cactus Grill,Champaign,61820,210,40.099715,-88.244508,4.3,1405 S Neil St$*$ Champaign$*$ IL 61820,17317696,0,0
253527,253527,a40722,b1692,Green Street Realty,Champaign,61820,4,40.110496,-88.240832,2,34 E Green St$*$ Ste 10,0,RLKjtWefVl3I5E-7EgHkJA,Great Harvest Bread Co.,Champaign,61820,56,40.0889,-88.2463,3.6,2149 S Neil St$*$ Champaign$*$ IL 61820,17317315,0,0
254097,254097,a41359,b1626,Bombay Indian Grill,Champaign,61820,57,40.114132,-88.238369,3.5,302 S 1st St,0,RTmIbq33chUSa-etGiF8Lg,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,0
254490,254490,a41702,b1613,Chopstix,Champaign,61820,51,40.110524,-88.23669,3,202 E Green St$*$ Ste 1,0,vsoEZauF4lrADIqCYXySFQ,Chopstix,Champaign,61820,192,40.110387,-88.236854,4.2,202 E Green st$*$ Champaign$*$ IL 61820,17317885,0,1
254680,254680,a41726,b1697,Aroma Cafe,Champaign,61820,110,40.1170558,-88.2432469,4,118 N Neil St,0,0FrYsoVHheQGoXEQsH2d2Q,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,0
254768,254768,a41882,b1671,Kohl's,Champaign,61820,6,40.138566,-88.24166,4.5,109 Convenience Center Rd,0,54fRA8HnuCLlXfTcl2x_RQ,Zorba's,Champaign,61820,65,40.110085,-88.229304,3.7,627 E Green St$*$ Champaign$*$ IL 61820,17317498,0,0
254850,254850,a41977,b1629,Sushi Kame,Champaign,61820,120,40.1185309,-88.2448027,3.5,132 W. Church St,0,0-WocGTpO3Zm4q1Zzz49Rw,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,1
254881,254881,a41977,b1698,Sushi Kame,Champaign,61820,120,40.1185309,-88.2448027,3.5,132 W. Church St,0,0-WocGTpO3Zm4q1Zzz49Rw,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
256180,256180,a42746,b1697,Fiesta Cafe,Champaign,61820,53,40.1147989,-88.2384807,3.5,216 S 1st St,0,_a6jhRFIgOe74U73T5B-Ww,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,1
256181,256181,a42746,b1698,Fiesta Cafe,Champaign,61820,53,40.1147989,-88.2384807,3.5,216 S 1st St,0,_a6jhRFIgOe74U73T5B-Ww,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
256786,256786,a43201,b1606,Seven Saints,Champaign,61820,244,40.11655588,-88.24201277,4,32 E Chester St,0,L2c-qKZWumCmOCR-dqBLrg,Seven Saints,Champaign,61820,483,40.116549,-88.242119,4.3,32 E Chester St$*$ Champaign$*$ IL 61820,17317789,0,1
257792,257792,a44154,b1615,Kofusion,Champaign,61820,229,40.11856662,-88.24323304,3.5,1 E Main St,0,NEVA0IYbawceL6kz5v5DAw,Kofusion,Champaign,61820,517,40.1182,-88.2434,4.1,1 E Main St$*$ Champaign$*$ IL 61820,17317351,0,1
258962,258962,a54520,b1652,Potbelly Sandwich Shop,Champaign,61820,29,40.1100629,-88.231789,4,501 E Green St,0,7AlULGZI1pHt0imODsqdkg,Fat Sandwich Company,Champaign,61820,110,40.109238,-88.23184,3.8,502 E John St$*$ Champaign$*$ IL 61820,17317810,0,0
259724,259724,a63217,b1687,Papa D's Bar & Grill,Champaign,61820,4,40.1102514,-88.2335202,3,401 E Green St,0,OC5BqhpPhnJJr7IXLsXIbg,Guido's Bar & Grill,Champaign,61820,98,40.118127,-88.243564,3.6,2 E Main St$*$ Champaign$*$ IL 61820,17317320,0,0
259997,259997,a64429,b1626,Maize Mexican Grill,Champaign,61820,414,40.1104086,-88.2389546,4.5,60 E Green St,0,VIJ2KiDKhUVhhpNylEIfog,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,0
260181,260181,a65991,b1698,Campus Nails,Champaign,61820,6,40.110053,-88.2308539,2,509 E Green St,0,yAHU4LB7UkwaQlxLgbH61g,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
260733,260733,a68989,b1602,Layalina Mediterranean Grill,Champaign,61820,52,40.112801,-88.239078,3.5,401 S 1st St,0,D-B5LsTHJgrhsHVex4gyHA,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,0
261402,261402,a72397,b1631,One World Pizza,Champaign,61820,13,40.110827,-88.231612,3.5,$*$ 508 E Green St,0,o-xFcSeSycAfqplklC222Q,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,0
262417,262417,a77047,b1668,Cactus Grill,Champaign,61820,45,40.0996476,-88.2447937,4,1405 S Neil St$*$ Ste C,0,Z7r_FJXEyfyvVsyv2y7gFQ,Flat Top Grill,Champaign,61820,106,40.1114257,-88.2304292,3.7,607 S 6th St$*$ Champaign$*$ IL 61820,17317303,0,0
262610,262610,a77342,b1648,Basmati Indian Cuisine,Champaign,61820,4,40.114132,-88.238369,2.5,302 S 1st St,0,7U7uLS9YjjhBM1SoyNH30w,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0,0
263833,263833,a84267,b1602,Chipotle Mexican Grill,Champaign,61820,65,40.11037478,-88.23069222,3,528 E Green St$*$ Ste 101,0,kUICYu0N_TbtCz0Z8ynPFw,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,0
263860,263860,a84267,b1648,Chipotle Mexican Grill,Champaign,61820,65,40.11037478,-88.23069222,3,528 E Green St$*$ Ste 101,0,kUICYu0N_TbtCz0Z8ynPFw,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0,0
263874,263874,a84267,b1687,Chipotle Mexican Grill,Champaign,61820,65,40.11037478,-88.23069222,3,528 E Green St$*$ Ste 101,0,kUICYu0N_TbtCz0Z8ynPFw,Guido's Bar & Grill,Champaign,61820,98,40.118127,-88.243564,3.6,2 E Main St$*$ Champaign$*$ IL 61820,17317320,0,0
265616,265616,a101006,b1667,Chase Bank,Champaign,61820,3,40.116051,-88.245719,4.5,201 W University Ave,0,zs4G7HIQvUVaZoWqwpVeEw,Cafe Kopi,Champaign,61820,78,40.1166,-88.2427,3.7,109 N Walnut St$*$ Champaign$*$ IL 61820,17317246,0,0
268547,268547,a136363,b1626,Chipotle Mexican Grill,Champaign,61820,32,40.1361978,-88.2599453,3.5,903 W Anthony Dr$*$ Ste A,0,JbWQtVLQDEOBlvbVWk2OFg,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,1
268834,268834,a21283,b383,131 Main,Cornelius,28031,201,35.4577917,-80.8680906,4,17830 Statesville Rd,0,rmP7AzV3SAeRWUzbNuqQ5A,131 Main,Charlotte,28031,452,35.4572665,-80.8682139,4.1,17830 N Statesville Road$*$ Cornelius$*$ NC 28031,17149747,0,1
269554,269554,a126627,b383,West Marine,Cornelius,28031,3,35.4815212,-80.8763589,3.5,20420 W Catawba Ave,0,6zYRNnF7amWbVq5D92LhKA,131 Main,Charlotte,28031,452,35.4572665,-80.8682139,4.1,17830 N Statesville Road$*$ Cornelius$*$ NC 28031,17149747,0,0
271140,271140,a93929,b526,Rosati's Pizza,Phoenix,85048,30,33.3056603,-111.9922414,3,4206 E Chandler Blvd$*$ Ste 34,0,mXYVVcDVxifAFU9oXQ3mXg,Spinato's Pizza,Phoenix,85048,336,33.305446,-111.978647,4.3,4848 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17032339,0,0
271237,271237,a96702,b525,Havana Cafe,Phoenix,85048,7,33.305824,-111.991311,3.5,4232 E Chandler Blvd,0,ma-tkTi2fhkCAXBpMyxpwg,Pomegranate Cafe,Phoenix,85048,413,33.304959,-111.996392,4.3,4025 East Chandler Boulevard$*$ Ahwatukee$*$ Phoenix$*$ AZ 85048,17031909,0,0
271269,271269,a96778,b563,Kyrene Internal Medicine,Phoenix,85048,3,33.3044818,-111.9852834,3.5,4545 E Chandler Blvd$*$ Ste 201,0,rjssP8-kSzxIV4kOEl1MYQ,Va Bene Italian Cuisine,Phoenix,85048,273,33.305063,-111.983656,4.1,4647 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17029850,0,0
271871,271871,a125768,b563,Villa Italian Kitchen,Phoenix,85048,16,33.28735756,-111.9735303,1.5,Premium Outlets Way,0,A3QOTEpt6hRd4Ta5qFpwqg,Va Bene Italian Cuisine,Phoenix,85048,273,33.305063,-111.983656,4.1,4647 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17029850,0,0
272222,272222,a136568,b573,That Italian Place,Phoenix,85048,6,33.3050646,-111.9985862,4.5,3941 E Chandler Blvd$*$ Ste 107,0,xHNLor7CQxwg__q3AV6org,Bell' Italia Pizzeria,Phoenix,85048,200,33.305063,-111.978013,4.1,4909 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17025304,0,0
273006,273006,a86339,b491,The Regal Find,Middleton,53562,8,43.0958397,-89.5115835,5,1850 Parmenter St,0,6zaaAT4azmQQW3KsZG-98w,The Roman Candle,Madison,53562,215,43.0962,-89.5117,3.9,1920 Parmenter St$*$ Middleton$*$ WI 53562,17502874,0,0
273410,273410,a124015,b480,Bloom Bake Shop,Middleton,53562,113,43.0958054,-89.511793,4.5,1834 Parmenter St,0,_q0ci_oTC-QccjFKVc6CeA,Bloom Bake Shop,Madison,53562,178,43.095575,-89.511657,4,1834 Parmenter Street$*$ Middleton$*$ WI 53562,17503486,0,1
274215,274215,a54746,b1519,Pure Barre,Pittsburgh,15206,18,40.4637163,-79.9206858,4.5,5986 Centre Ave,0,Ms2QLYtZaIDQ2msmllbl1A,Park Bruges,Pittsburgh,15206,905,40.476124,-79.920636,4.5,5801 Bryant St$*$ Pittsburgh$*$ PA 15206,17042177,0,0
274982,274982,a107721,b1511,Smiling Banana Leaf,Pittsburgh,15206,360,40.4758881,-79.9195636,4,5901 Bryant St,0,e2ng0CQ69anIawqIKzhtlg,Smiling Banana Leaf,Pittsburgh,15206,1223,40.475768,-79.919678,4.6,5901 Bryant St$*$ Pittsburgh$*$ PA 15206,17041212,0,1
275151,275151,a123575,b1519,Park Place Pub,Pittsburgh,15206,28,40.4762432,-79.9209038,3,5719 Bryant St,0,yGfmwUKrZG4O2eNXP2JS1g,Park Bruges,Pittsburgh,15206,905,40.476124,-79.920636,4.5,5801 Bryant St$*$ Pittsburgh$*$ PA 15206,17042177,0,0
275391,275391,a143157,b1519,Park Bruges,Pittsburgh,15206,221,40.4761766,-79.9205243,4,5801 Bryant St,0,XItYW5ul3OW_AqpT2nDbBQ,Park Bruges,Pittsburgh,15206,905,40.476124,-79.920636,4.5,5801 Bryant St$*$ Pittsburgh$*$ PA 15206,17042177,0,1
275860,275860,a75237,b3570,Tomo Steakhouse & Sushi Bar,Strongsville,44136,25,41.306052,-81.833935,3,15163 Pearl Rd,0,UsU-DyBjTL8vwAcn3kHrkA,Shinto Japanese Steakhouse & Sushi Bar,Cleveland,44136,471,41.293781,-81.835382,4.2,17070 Pearl Rd$*$ Strongsville$*$ OH 44136,16962745,0,0
277014,277014,a24816,b484,Marco's Pizza,Sun Prairie,53590,13,43.1874771,-89.226693,3.5,804 Windsor St,0,P_PCpidHJQksW2-ufqoz4w,Anna's Pizzeria,Madison,53590,166,43.178,-89.2403,4,1609 W Main St$*$ Sun Prairie$*$ WI 53590,17503153,0,0
277040,277040,a28350,b484,Falbo Bros. Pizzeria,Sun Prairie,53590,12,43.1988016,-89.2263304,3.5,1219 W Main St,0,UxXWkSy6Kzgbhy5hU9gXrA,Anna's Pizzeria,Madison,53590,166,43.178,-89.2403,4,1609 W Main St$*$ Sun Prairie$*$ WI 53590,17503153,0,0
277052,277052,a32268,b484,Gus's Diner,Sun Prairie,53590,63,43.1891092,-89.2777098,3.5,630 N Westmount Dr,0,lzRlrIWuQmHVWU4zV6yZUw,Anna's Pizzeria,Madison,53590,166,43.178,-89.2403,4,1609 W Main St$*$ Sun Prairie$*$ WI 53590,17503153,0,0
