,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,predicted
54686,54686,a41966,b558,O.H.S.O. Eatery + NanoBrewery,Phoenix,85018,927,33.495018,-111.975898,4,4900 E Indian School Rd,0,mnwRtuVQEsIUomBchu0gwg,OHSO Eatery + Nanobrewery,Phoenix,85018,200,33.495018,-111.975898,4.1,4900 East Indian School Road$*$ Phoenix$*$ AZ 85018,17033008,0,1
56548,56548,a104501,b552,The Vig,Phoenix,85018,575,33.494489,-111.995106,4,4041 N 40th St,0,flE7Sn2JGs0n3SAtaep6Zw,The Vig,Phoenix,85018,349,33.493931,-111.995324,4.1,4041 N 40th St$*$ Phoenix$*$ AZ 85018,17029878,0,1
57633,57633,a116688,b504,Postino Arcadia,Phoenix,85018,1124,33.5021111,-111.9963386,4.5,3939 E Campbell Ave,0,u-SJ5QUwrNquL9VnXwl8cg,Postino Arcadia,Phoenix,85018,1142,33.502363,-111.996517,4.8,3939 East Campbell Avenue$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85018,17028658,0,1
57775,57775,a40323,b2371,Sushi Tachi,North Las Vegas,89084,306,36.27607546,-115.1778464,3.5,2745 W Centennial Pkwy$*$ Ste 130,0,xrBQKZbhJMCtaZxeJ0tzTQ,Sushi Tachi,Las Vegas,89084,271,36.276388,-115.178042,4.2,2745 W Centennial Pkwy #130$*$ North Las Vegas$*$ NV 89084,16981349,0,1
59530,59530,a49532,b1516,Kaya,Pittsburgh,15222,463,40.4516553,-79.984218,4,2000 Smallman St,0,Ul6JwluSTm12PVDIqnNaTg,Kaya,Pittsburgh,15222,1837,40.451699,-79.984444,4.5,2000 Smallman St$*$ Pittsburgh$*$ PA 15222,17036710,0,1
59614,59614,a51779,b1550,Deluca's Diner,Pittsburgh,15222,413,40.4515431,-79.9837258,4,2015 Penn Ave,0,oeW0vIYd3rUnAPgmD4fEFg,Deluca's,Pittsburgh,15222,1153,40.451356,-79.983915,4.3,2015 Penn Ave$*$ Pittsburgh$*$ PA 15222,17036305,0,1
59901,59901,a62789,b1532,Eleven,Pittsburgh,15222,501,40.4460016,-79.9935003,4,1150 Smallman St,0,d2ZQRjuizstCTnicysmpMQ,Eleven,Pittsburgh,15222,1310,40.445903,-79.99342,4.4,1150 Smallman St$*$ Pittsburgh$*$ PA 15222,17036383,0,1
60045,60045,a64977,b1561,Chicken Latino,Pittsburgh,15222,143,40.45164977,-79.98317242,4,155 21st St,0,Chr3YCuvt2mD-BHgqeo-OA,Chicken Latino,Pittsburgh,15222,411,40.4516755,-79.9830955,4.3,155 21st St$*$ Pittsburgh$*$ PA 15222,17037721,0,1
60197,60197,a66695,b1589,The Enrico Biscotti,Pittsburgh,15222,128,40.4513158,-79.9832025,4,2022 Penn Ave,0,#NAME?,Enrico Biscotti,Pittsburgh,15222,501,40.451189,-79.983623,4.2,2022 Penn Ave$*$ Pittsburgh$*$ PA 15222,17036389,0,1
61533,61533,a88470,b1537,Gaucho Parrilla Argentina,Pittsburgh,15222,985,40.449043,-79.987573,4.5,1601 Penn Ave,0,u4sTiCzVeIHZY8OlaL346Q,Gaucho Parrilla Argentina,Pittsburgh,15222,465,40.449077,-79.987519,4.4,1607 Penn Ave$*$ Pittsburgh$*$ PA 15222,17042997,0,1
63056,63056,a125355,b1577,Meat & Potatoes,Pittsburgh,15222,1249,40.44314459,-80.00110379,4,649 Penn Ave,0,JLbgvGM4FXh9zNP4O5ZWjQ,Meat & Potatoes,Pittsburgh,15222,1865,40.4431017,-80.0012236,4.2,649 Penn Ave$*$ Pittsburgh$*$ PA 15222,17042327,0,1
63762,63762,a55539,b1814,KINKA IZAKAYA BLOOR,Toronto,M5S 1Y6,326,43.665157,-79.410658,4,559 Bloor St W,0,CN5nuUQod0f8g3oh99qq0w,KINKA IZAKAYA BLOOR,Toronto,M5S 1Y6,850,43.66528611,-79.41060556,4.7,559 Bloor Street West$*$ ON M5S 1Y6,8907790,0,1
63953,63953,a9512,b467,La Mestiza,Madison,53719,141,43.056038,-89.4941951,4,6644 Odana Rd,0,wEisic-u9Yj543iYzfpAhw,La Mestiza,Madison,53719,200,43.0561,-89.4952,4,6644 Odana Road$*$ Madison$*$ WI 53719,17502327,0,1
64816,64816,a43051,b500,Sa-Bai Thong West,Madison,53719,95,43.0572311,-89.5000386,3.5,6802 Odana Rd,0,rdXAuI2fKilcf65W-QoASQ,Sa-Bai Thong,Madison,53719,151,43.057095,-89.500404,3.9,6802 Odana Rd$*$ Madison$*$ WI 53719,17504097,0,1
64964,64964,a47093,b405,Thai Noodles,Fitchburg,53719,80,43.01497392,-89.4578836,3.5,5957 Mckee Rd$*$ Ste 3,0,56KQVyOg8eGtwLIgrV51NA,Thai Noodles,Madison,53719,494,43.01524,-89.457519,4.6,5957 Mckee Rd$*$ Fitchburg$*$ WI 53719,17503422,0,1
65030,65030,a56447,b460,Quivey's Grove,Fitchburg,53719,117,43.00922,-89.4792573,3.5,6261 Nesbitt Rd,0,Zzvjuyxr1iudPN_heAAygw,Quivey's Grove,Madison,53719,266,43.0088,-89.481,4,6261 Nesbitt Rd$*$ Fitchburg$*$ WI 53719,17501797,0,1
65382,65382,a74555,b499,Ginza of Tokyo,Madison,53719,58,43.056628,-89.4989583,2.5,6734 Odana Rd,0,f1loh_1c_zp6P1Zv9KSaPg,Ginza of Tokyo West,Madison,53719,178,43.0567,-89.4973,3.9,6734 Odana Rd$*$ Madison$*$ WI 53719,17502221,0,1
66015,66015,a101538,b424,The Nile,Madison,53719,106,43.0530217,-89.4863743,3.5,6119 Odana Rd,0,nJClfvVwSrr2uuo_y2wO4w,The Nile,Madison,53719,250,43.053326,-89.485676,4.3,6119 Odana Road$*$ Madison$*$ WI 53719,17503651,0,1
66695,66695,a136367,b427,Saigon Noodles,Madison,53719,267,43.0571457,-89.4995195,4,6754 Odana Rd,0,HHCn1akqIpl_BhdcJoYPbw,Saigon Noodle,Madison,53719,233,43.0567,-89.4977,4.2,6754 Odana Rd$*$ Madison$*$ WI 53719,17502587,0,1
67747,67747,a6250,b454,Takara Japanese Restaurant,Madison,53703,125,43.074663,-89.3907855,3.5,315 State St,0,mOzxFBAHWwpuH7u5xP0oHw,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0,1
68623,68623,a9515,b414,Marigold Kitchen,Madison,53703,437,43.07434303,-89.3815575,4,118 S Pinckney St,0,BuS11AF9XSHEShscxQEzeg,Marigold Kitchen,Madison,53703,576,43.0744,-89.3819,4.4,118 S Pinckney St$*$ Madison$*$ WI 53703,17502369,0,1
69904,69904,a21768,b402,The Old Fashioned,Madison,53703,1236,43.07618625,-89.38375722,4,23 N Pinckney St,0,RJNAeNA-209sctUO0dmwuA,The Old Fashioned,Madison,53703,1610,43.076277,-89.383534,4.8,23 N Pinckney St$*$ Madison$*$ WI 53703,17502451,0,1
70021,70021,a21962,b447,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0,1
70310,70310,a22589,b430,Sardine,Madison,53703,323,43.07623443,-89.37408551,4,617 Williamson St,0,SBnpT6JDbah-5l_52GM5sw,Sardine,Madison,53703,457,43.0761,-89.3751,4.2,617 Williamson St$*$ Madison$*$ WI 53703,17502592,0,1
70423,70423,a23210,b469,Eldorado Grill,Madison,53703,233,43.07811,-89.372173,4,744 Williamson St,0,Wcw-xq_c89e4AaRsUtkaLw,Eldorado Grill,Madison,53703,211,43.0778,-89.3723,4,744 Williamson St$*$ Madison$*$ WI 53703,17502172,0,1
70683,70683,a25202,b453,Natt Spil,Madison,53703,155,43.07457553,-89.37974441,4,211 King St,0,VGKq16vCdPPHMoryy6XTHg,Natt Spil,Madison,53703,267,43.0745,-89.3799,4.1,211 King St$*$ Madison$*$ WI 53703,17503325,0,1
72548,72548,a29068,b412,Ian's Pizza By The Slice,Madison,53703,152,43.0728935,-89.3956356,4,319 N Frances St,0,c7ZTyqSG4v4ZVwK3vuDklQ,Ian's Pizza by the Slice,Madison,53703,633,43.0725,-89.3956,4.4,319 N Frances St$*$ Madison$*$ WI 53703,17502267,0,1
72552,72552,a29068,b418,Ian's Pizza By The Slice,Madison,53703,152,43.0728935,-89.3956356,4,319 N Frances St,0,c7ZTyqSG4v4ZVwK3vuDklQ,Ian's Pizza,Madison,53703,515,43.0747352,-89.3862121,4.3,100 State St$*$ Madison$*$ WI 53703,17502268,0,1
72746,72746,a30446,b412,Ian's Pizza,Madison,53703,324,43.07489166,-89.38695031,4,100 State St,0,aVBFKYoF0AHuusNssaQpJA,Ian's Pizza by the Slice,Madison,53703,633,43.0725,-89.3956,4.4,319 N Frances St$*$ Madison$*$ WI 53703,17502267,0,1
72750,72750,a30446,b418,Ian's Pizza,Madison,53703,324,43.07489166,-89.38695031,4,100 State St,0,aVBFKYoF0AHuusNssaQpJA,Ian's Pizza,Madison,53703,515,43.0747352,-89.3862121,4.3,100 State St$*$ Madison$*$ WI 53703,17502268,0,1
73386,73386,a30917,b446,Kabul Restaurant,Madison,53703,142,43.075131,-89.394445,3.5,540 State St,0,IsADZMYEJKXTtPfN9YsiBA,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0,1
76321,76321,a41182,b443,Restaurant Magnus,Madison,53703,33,43.074057,-89.379716,4,120 E Wilson St,0,3QfcfPCJSo0z2v1bkdUemQ,Restaurant Muramoto,Madison,53703,435,43.0745,-89.3797,4.1,225 King St$*$ Madison$*$ WI 53703,17502566,0,1
76659,76659,a41606,b468,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4,316 State St$*$ Madison$*$ WI 53703,17502488,0,1
77161,77161,a42046,b497,Osteria Papavero,Madison,53703,129,43.07413865,-89.37934544,4,128 E Wilson St,0,G099MT9cwtwgdsR71JLp6w,Osteria Papavero,Madison,53703,171,43.0736,-89.38,3.9,128 E Wilson St$*$ Madison$*$ WI 53703,17502485,0,1
77487,77487,a42381,b479,Mediterranean Cafe,Madison,53703,166,43.0748734,-89.3964524,4.5,625 State St,0,oezMXnkdUQMuMH7RuKaiyw,Mediterranean Cafe,Madison,53703,127,43.0747,-89.3959,4,625 State St$*$ Madison$*$ WI 53703,17502390,0,1
78185,78185,a43108,b498,Vientiane Palace Restaurant,Madison,53703,86,43.0754787,-89.3904163,3.5,151 W Gorham St,0,dfHA5n6e3f58nMCNHt589Q,Vientiane Palace,Madison,53703,178,43.0759,-89.3898,3.9,151 W Gorham St$*$ Madison$*$ WI 53703,17502738,0,1
78299,78299,a43299,b440,Graze,Madison,53703,777,43.07509405,-89.38209146,4,1 S Pinckney St,0,XmsBtCykUtObXg4Q1mYpvg,Graze,Madison,53703,469,43.075444,-89.382871,4.1,1 S Pinckney Street$*$ Madison$*$ WI 53703,17503559,0,1
78852,78852,a43632,b413,Tornado Steak House,Madison,53703,360,43.07243,-89.38434,4,116 S Hamilton St,0,ewEDv_q-K0fV0FepkHB8sA,Tornado Steak House,Madison,53703,646,43.0726,-89.3844,4.4,116 S Hamilton St$*$ Madison$*$ WI 53703,17502709,0,1
79818,79818,a45094,b441,The Cooper's Tavern,Madison,53703,320,43.075216,-89.386276,3.5,20 W Mifflin St,0,#NAME?,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0,1
81433,81433,a65462,b434,Red,Madison,53703,38,43.07284,-89.388113,4.5,316 West Washington Ave$*$ Ste 100,0,6zZDTZ4ZZEYfN268iPz0uQ,Red,Madison,53703,209,43.074801,-89.381717,4.2,316 West Washington Avenue$*$ Suite 100$*$ Madison$*$ Wisconsin.$*$ WI 53703,17503679,0,1
81461,81461,a66318,b415,Dotty Dumpling's Dowry,Madison,53703,373,43.0728191,-89.395561,4,317 N Frances St,0,LZ_R2OLgZQSQMMzlp8uUOA,Dotty Dumpling's Dowry,Madison,53703,732,43.0722,-89.3956,4.3,317 N Frances St$*$ Madison$*$ WI 53703,17502158,0,1
83793,83793,a90819,b496,Sunroom Cafe,Madison,53703,143,43.075159,-89.396178,3.5,638 State St,0,LYpujMCxfrHcSO_NA1BRQg,Sunroom Cafe,Madison,53703,176,43.07499,-89.395985,3.9,638 State St$*$ Madison$*$ WI 53703,17503348,0,1
85111,85111,a104064,b488,Himal Chuli,Madison,53703,181,43.0748011,-89.3906964,4,318 State St,0,Xl6I0-JmFE_6w28bku2idQ,Himal Chuli,Madison,53703,217,43.0749,-89.3904,3.9,318 State St$*$ Madison$*$ WI 53703,17502257,0,1
85522,85522,a104937,b426,Samba Brazilian Grill,Madison,53703,152,43.07546,-89.393063,3.5,240 W Gilman St$*$ Fl 2,0,84WYW7OfV-IXUJk95EL5_Q,Samba Brazilian Grill,Madison,53703,628,43.0759,-89.3923,4.2,240 W Gilman St$*$ Madison$*$ WI 53703,17502590,0,1
85714,85714,a105706,b407,Lazy Jane's,Madison,53703,214,43.0853653,-89.3617096,4,1358 Williamson St,0,#NAME?,Lazy Jane's Cafe & Bakery,Madison,53703,490,43.0853,-89.3616,4.5,1358 Williamson St$*$ Madison$*$ WI 53703,17502341,0,1
85765,85765,a105750,b454,Wasabi Japanese Restaurant & Sushi Bar,Madison,53703,72,43.0745126,-89.3933663,3.5,449 State St,0,tSzIHI6ioblP1WEQAQNbhw,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0,1
86372,86372,a107586,b404,The Weary Traveler Freehouse,Madison,53703,412,43.08325272,-89.36431646,4,1201 Williamson St,0,NYf9TKBKPpa1wkA_uwIlfg,Weary Traveler Freehouse,Madison,53703,649,43.0833,-89.364,4.6,1201 Williamson St$*$ Madison$*$ WI 53703,17502749,0,1
87578,87578,a118215,b451,A Pig In a Fur Coat,Madison,53703,297,43.0805044,-89.3685777,4.5,940 Williamson St,0,OoI3WUe4Xl86d53avy3oVA,A Pig in a Fur Coat,Madison,53703,177,43.0804585,-89.3685384,4.1,940 Williamson St.$*$ Madison$*$ WI 53703,17503788,0,1
87967,87967,a122059,b434,Red,Madison,53703,226,43.072396,-89.387893,4,106 King St,0,O75Lh99ZO6HCIqVVR-p9wg,Red,Madison,53703,209,43.074801,-89.381717,4.2,316 West Washington Avenue$*$ Suite 100$*$ Madison$*$ Wisconsin.$*$ WI 53703,17503679,0,1
88211,88211,a123839,b477,Forequarter,Madison,53703,204,43.0822686,-89.3796148,4,708 E Johnson,0,hOxNKZJ8wWg8Q165U7CCqg,Forequarter,Madison,53703,157,43.0822485,-89.3796342,4,708 1/4 E Johnson St$*$ Madison$*$ WI 53703,17503797,0,1
88637,88637,a126597,b456,Lao Laan-Xang Restaurant,Madison,53703,232,43.083166,-89.364985,4.5,1146 Williamson St,0,VMPSdoBgJuyS9t_x_caTig,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0,1
89521,89521,a141805,b443,Restaurant Muramoto,Madison,53703,167,43.07451129,-89.37927922,3.5,225 King St,0,oKYUMYQI7AkjCJdRsKlqtg,Restaurant Muramoto,Madison,53703,435,43.0745,-89.3797,4.1,225 King St$*$ Madison$*$ WI 53703,17502566,0,1
89876,89876,a59077,b349,My Bento Asian Diner,Charlotte,28213,65,35.2966952,-80.7378127,3.5,8640 University City Blvd$*$ Ste A-1,0,pDwKOuqjQ4gtoX-aaQPJ_g,My Bento Asian Diner,Charlotte,28213,547,35.2967132,-80.7376377,4.3,Town Center Plaza$*$ 8640 University City Boulevard$*$ Charlotte$*$ NC 28213,17149854,0,1
90046,90046,a47753,b3501,Bangkok Thai Cuisine,Cleveland,44124,145,41.520092,-81.486463,4,5359 Mayfield Rd,0,goZV-PlwLJOB8s5O3GruxA,Bangkok Thai Cuisine,Cleveland,44124,580,41.52008,-81.486536,4.9,5359 Mayfield Rd$*$ Cleveland$*$ OH 44124,16959188,0,1
90421,90421,a64367,b508,Chino Bandido,Phoenix,85023,1170,33.62683138,-112.1002996,4,15414 N 19th Ave$*$ Ste K,0,cHdJXLlKNWixBXpDwEGb_A,Chino Bandido,Phoenix,85023,952,33.625845,-112.099864,4.5,15414 North 19th Avenue$*$ Deer Valley$*$ Phoenix$*$ AZ 85023,17025865,0,1
90717,90717,a22490,b3572,Thai Spice,Westlake,44145,119,41.4559351,-81.8985725,4,25099 Center Ridge Rd,0,oBX1gy7oj6w6W3VocRQaGw,Thai Spice,Cleveland,44145,338,41.456706,-81.898571,4.2,25099 Center Ridge Rd$*$ Westlake$*$ OH 44145,16964384,0,1
90870,90870,a29690,b3580,Moosehead Saloon,Westlake,44145,56,41.4768533,-81.9214038,3.5,694 Dover Center Rd,0,vfsbLhXGiXm8lqI12abrbQ,Moosehead Saloon,Cleveland,44145,362,41.476831,-81.921328,4.2,694 Dover Center Rd$*$ Westlake$*$ OH 44145,16961797,0,1
91576,91576,a128868,b3571,Sweet Basil Neapolitan Style Pizzeria,Westlake,44145,94,41.4526011,-81.9112298,4,26235 Ctr Ridge Rd,0,spjaRNFn9Lmh4petKBuf5g,Sweet Basil Pizzeria,Cleveland,44145,292,41.452957,-81.911174,4.2,26235 Center Ridge Rd$*$ Westlake$*$ OH 44145,16964266,0,1
91659,91659,a141527,b3568,Mitchell's Homemade Ice Cream - Westlake,Westlake,44145,41,41.4681412,-81.9097584,5,26161 Detroit Rd,0,#NAME?,Mitchell's Homemade Ice Cream,Cleveland,44145,223,41.468942,-81.909851,4.2,26161 Detroit Rd$*$ Westlake$*$ OH 44145,16961777,0,1
92406,92406,a97129,b370,Osaka Japanese Cuisine,Matthews,28105,58,35.138347,-80.684464,3.5,3531 Matthews Mint Hill Rd,0,eUVH2Vs_sHApAKSV4iT2FQ,Osaka Japanese Cuisine,Charlotte,28105,345,35.137981,-80.68332,4.2,3531 Matthews-Mint Hill Road$*$ NC 28105,17147878,0,1
93237,93237,a119562,b2323,Bachi Burger,Las Vegas,89123,2735,36.04279791,-115.153225,4,470 E Windmill Ln$*$ Ste 100,0,7sPNbCx7vGAaH7SbNPZ6oA,Bachi Burger,Las Vegas,89123,595,36.042491,-115.152442,4.4,470 East Windmill Lane$*$ Suite 100$*$ South Las Vegas$*$ Las Vegas$*$ NV 89123,16982003,0,1
93950,93950,a39983,b3553,On the Rise Artisan Breads,Cleveland Heights,44118,86,41.4867455,-81.5550246,4.5,3471 Fairmount Blvd,0,BgGzWcWPwJ7pN5Bm78BuuA,On the Rise Artisan Breads,Cleveland,44118,286,41.48671,-81.555144,4.3,3471 Fairmount Blvd$*$ Cleveland Heights$*$ OH 44118,16962056,0,1
94852,94852,a92586,b3537,Melt Bar & Grilled,Cleveland Heights,44118,434,41.5014712,-81.5562558,4,13463 Cedar Rd,0,C-oKwqnAPa1KJZhMOox60w,Melt Bar & Grilled,Cleveland,44118,839,41.501466,-81.555499,4.3,13463 Cedar Rd$*$ Cleveland Heights$*$ OH 44118,16964727,0,1
94939,94939,a95148,b3562,Anatolia Cafe,Cleveland Heights,44118,182,41.4977568,-81.5655069,4,2270 Lee Rd,0,cuI4nkcx6d1bdG--ZM4oww,Anatolia Cafe,Cleveland,44118,524,41.49768,-81.565395,4.2,2270 Lee Rd$*$ Cleveland Heights$*$ OH 44118,16958958,0,1
95297,95297,a131477,b3564,Pacific East Japanese Restaurant,Cleveland Heights,44118,279,41.511462,-81.5796791,4,1763 Coventry Rd,0,APPZiUz_CEvR_--qY-tbig,Pacific East Japanese,Cleveland,44118,614,41.511515,-81.579816,4.2,1763 Coventry Rd$*$ Cleveland Heights$*$ OH 44118,16962117,0,1
95873,95873,a51580,b2346,The Bagel Cafe,Las Vegas,89145,675,36.1759103,-115.260485,4,Westcliff House$*$ 301 N Buffalo Dr,0,FvVSy2r7_zDEhZWqLgjXNQ,Bagel Cafe,Las Vegas,89145,379,36.176043,-115.260161,4.3,301 North Buffalo Drive$*$ Summerlin$*$ Las Vegas$*$ NV 89145,16977466,0,1
96178,96178,a109962,b2376,Grimaldi's Pizzeria,Las Vegas,89145,395,36.16409898,-115.2897277,4,750 S Rampart Blvd,0,RRw9I8pHt5PzgYGT2QeODw,Grimaldi's Pizzeria,Las Vegas,89145,205,36.165066,-115.289613,4.2,750 S Rampart Blvd Ste 7$*$ Las Vegas$*$ NV 89145,16981957,0,1
96455,96455,a14256,b2345,Sushi Loca,Las Vegas,89149,340,36.2725325,-115.2667252,3.5,6181 Centennial Center Blvd,0,HfuIfYB_CxMAAJiEnxDl9w,Sushi Loca,Las Vegas,89149,558,36.2724,-115.2655,4.3,6181 Centennial Center Bl$*$ Las Vegas$*$ NV 89149,16981092,0,1
96624,96624,a28770,b2382,In-N-Out Burger,Las Vegas,89149,139,36.2652651,-115.2570317,4.5,5690 Centennial Center Blvd,0,mnU3iGsL55MCWXiWV3AcAQ,In-N-Out Burger,Las Vegas,89149,191,36.265236,-115.257832,4.2,5690 Centennial Center Blvd$*$ Las Vegas$*$ NV 89149,16981251,0,1
96946,96946,a51070,b2388,China One,Las Vegas,89149,179,36.28967613,-115.285824,3.5,7080 N Durango Dr$*$ Ste 130,0,UcIrRf2mWgqqlg-HNoDl0A,China One,Las Vegas,89149,253,36.289873,-115.287775,4.2,7080 N Durango Dr.$*$ Las Vegas$*$ NV 89149,16981441,0,1
97521,97521,a92830,b1979,Thai Orchid,Edinburgh,EH1 2PW,51,55.94864401,-3.194266821,4,5A Johnston Terrace,0,jHmFpryK4ide4iiqB3xSFQ,Thai Orchid,Edinburgh,EH1 2PW,124,55.94875,-3.194557,3.9,5a Johnston Terrace$*$ Old Town$*$ Edinburgh EH1 2PW,7602030,0,1
97717,97717,a16508,b565,Culver's,Phoenix,85027,108,33.68319049,-112.0979222,3.5,1825 W Deer Valley Dr,0,Yk8WiriuHOkAXufUqGZMyg,Culver's,Phoenix,85027,320,33.68355,-112.098403,4.1,1825 W Deer Valley Rd$*$ Phoenix$*$ AZ 85027,17030258,0,1
97910,97910,a43441,b540,Times Square Pizzeria,Phoenix,85027,287,33.6842472,-112.1163107,4,2602 W Deer Valley Rd,0,u9R0_pvEkl7QGPJYH3j1sg,Times Square Italian Restaurant & Pizzeria,Phoenix,85027,320,33.683937,-112.116284,4.2,2602 W Deer Valley Rd$*$ Phoenix$*$ AZ 85027,17029713,0,1
98794,98794,a46036,b437,Famous Yeti's Pizza,Stoughton,53589,38,42.9265263,-89.222592,4.5,971 N Page St,0,crBw_Hq3gCkppirgjnIl4A,Famous Yeti's Pizza,Madison,53589,162,42.9266576,-89.2225748,4.2,971 N Page St$*$ Stoughton$*$ WI 53589,17503758,0,1
99084,99084,a3095,b1569,Michael's Pizza Bar & Restaurant,Pittsburgh,15203,65,40.4262306,-79.9682216,4.5,2612 Sarah St,0,38aN0fB_zHtkw1kb3lSj8g,Michael's Pizza Bar,Pittsburgh,15203,389,40.426403,-79.968562,4.3,2612 Sarah St$*$ Pittsburgh$*$ PA 15203,17036901,0,1
99914,99914,a26924,b1522,Cafe Du Jour,Pittsburgh,15203,132,40.4289089,-79.9871434,4.5,1107 E Carson St,0,jalA5zHW8ZfY3RSPG7oDxQ,Cafe Du Jour,Pittsburgh,15203,640,40.428937,-79.987349,4.5,1107 E Carson St$*$ Pittsburgh$*$ PA 15203,17036097,0,1
100089,100089,a28327,b1507,Piper's Pub,Pittsburgh,15203,291,40.4284268,-79.9794308,4.5,1828 E Carson St,0,VxRlBe2wjtycFWSZm1orTA,Piper's Pub,Pittsburgh,15203,1274,40.428599,-79.980077,4.7,1828 E Carson St$*$ Pittsburgh$*$ PA 15203,17037138,0,1
101109,101109,a36379,b1585,Emilliano's Mexican Restaurant and Bar,Pittsburgh,15203,185,40.42772234,-79.9686308,3.5,2557 E Carson St,0,7mU3l5VjH1IxsXcxBxUblg,Emiliano's Mexican Restaurant & Bar,Pittsburgh,15203,758,40.427767,-79.968944,4.2,2557 E. Carson St$*$ Pittsburgh$*$ PA 15203,17041338,0,1
101583,101583,a42493,b1599,The Pretzel Shop,Pittsburgh,15203,87,40.4280121,-79.9722633,4.5,2316 E Carson St,0,aDHD7nASfqiQBB6YXy2aGA,Pretzel Shop,Pittsburgh,15203,308,40.428164,-79.972581,4.2,2316 E Carson St$*$ Pittsburgh$*$ PA 15203,17041400,0,1
102006,102006,a44026,b1536,Thai Me Up,Pittsburgh,15203,142,40.427086,-79.973273,3.5,118 S 23rd St,0,EZ9Uf-lSRtj1fvdMQlrwAw,Thai Me Up,Pittsburgh,15203,1007,40.4270463,-79.9732619,4.4,118 South 23rd St$*$ Pittsburgh$*$ PA 15203,17037548,0,1
102040,102040,a44385,b1551,Kassab's,Pittsburgh,15203,94,40.4288913,-79.9860781,4,1207 E Carson St,0,lTxZFiWEd2NNF4Eh7_mlRg,Kassab's,Pittsburgh,15203,691,40.428937,-79.986166,4.3,1207 E Carson Street$*$ Pittsburgh$*$ PA 15203,17036706,0,1
102123,102123,a44759,b1506,Fat Heads Saloon,Pittsburgh,15203,580,40.4289667,-79.9801756,4,1805 E Carson St,0,LQFmktF43j2NPncKdNd9mg,Fat Head's Saloon,Pittsburgh,15203,2526,40.428837,-79.980395,4.7,1805 E Carson St$*$ Pittsburgh$*$ PA 15203,17036408,0,1
102438,102438,a78402,b1564,Cambod-Ican Kitchen,Pittsburgh,15203,92,40.4288853,-79.98206969,4,1701 E Carson St,0,vx5CbYuuIq_CHxjov5kj1w,Cambod-Ican Kitchen,Pittsburgh,15203,589,40.428946,-79.981839,4.3,1701 E Carson St$*$ Pittsburgh$*$ PA 15203,17036120,0,1
102522,102522,a80513,b1529,Dish Osteria and Bar,Pittsburgh,15203,167,40.4275026,-79.982307,4.5,128 S 17th St,0,7PRse3yCQbEprAj1DWrEQQ,Dish Osteria & Bar,Pittsburgh,15203,1087,40.427641,-79.982218,4.4,128 S 17th St$*$ Pittsburgh$*$ PA 15203,17036320,0,1
102690,102690,a102556,b1558,The Milk Shake Factory,Pittsburgh,15203,178,40.4290279,-79.9817237,4,1705 E Carson St,0,K8M3OeFCcAnxuxtTc0BQrQ,The Milk Shake Factory,Pittsburgh,15203,508,40.428947,-79.98191,4.3,1705 East Carson Street$*$ Pittsburgh$*$ PA 15203,17041311,0,1
104458,104458,a30688,b544,Panda Garden,Phoenix,85044,88,33.33194498,-111.9816185,4,4730 E Warner Rd,0,dHTGzM4_3kKEiQvab9mi9A,Panda Garden,Phoenix,85044,262,33.330903,-111.983102,4.2,4730 E Warner Rd$*$ Phoenix$*$ AZ 85044,17028328,0,1
104816,104816,a34665,b539,Sakana Sushi & Grill,Phoenix,85044,345,33.347684,-111.976156,3.5,5061 E Elliot Rd,0,jOJaJatp88cqnkVo8D8RJg,Sakana Sushi & Grill,Phoenix,85044,327,33.348763,-111.97668,4.2,5061 East Elliot Road$*$ Ahwatukee$*$ Phoenix$*$ AZ 85044,17029025,0,1
